OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysActivity_Census_Tract_Estimate,PhysActivity_Estimate_Confidence_Interval,PhysActivity_Map_Symbol_withinHSR,PhysActivity_County_Regional_Estimate,PhysActivity_Map_Symbol_State,PhysActivity_State_Estimate
1128,8005006300,"Census Tract 63, Arapahoe County, Colorado",Arapahoe,2229,15,16.7,95% C.I.: 16.2 - 17.1,Lowest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1129,8005006706,"Census Tract 67.06, Arapahoe County, Colorado",Arapahoe,3742,15,17.2,95% C.I.: 16.8 - 17.6,Second Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1130,8005006200,"Census Tract 62, Arapahoe County, Colorado",Arapahoe,2688,15,17.1,95% C.I.: 16.7 - 17.5,Second Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1131,8005005952,"Census Tract 59.52, Arapahoe County, Colorado",Arapahoe,2957,15,16.4,95% C.I.: 16 - 16.9,Lowest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1132,8005005951,"Census Tract 59.51, Arapahoe County, Colorado",Arapahoe,3686,15,17.4,95% C.I.: 16.9 - 17.8,Second Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1133,8005005800,"Census Tract 58, Arapahoe County, Colorado",Arapahoe,2143,15,16.5,95% C.I.: 16.1 - 16.9,Lowest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1134,8005005612,"Census Tract 56.12, Arapahoe County, Colorado",Arapahoe,3009,15,17.2,95% C.I.: 16.8 - 17.7,Second Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1135,8005006400,"Census Tract 64, Arapahoe County, Colorado",Arapahoe,2760,15,17.9,95% C.I.: 17.5 - 18.4,Middle Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1136,8005006000,"Census Tract 60, Arapahoe County, Colorado",Arapahoe,2231,15,16.4,95% C.I.: 16 - 16.9,Lowest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1137,8041000301,"Census Tract 3.01, El Paso County, Colorado",El Paso,2638,4,20,95% C.I.: 19.5 - 20.6,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1138,8041000203,"Census Tract 2.03, El Paso County, Colorado",El Paso,3572,4,17.5,95% C.I.: 17.1 - 17.9,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1139,8005080500,"Census Tract 805, Arapahoe County, Colorado",Arapahoe,3106,15,18.3,95% C.I.: 17.8 - 18.8,Middle Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1140,8005083000,"Census Tract 830, Arapahoe County, Colorado",Arapahoe,2725,15,20.5,95% C.I.: 19.9 - 21.1,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1141,8005083200,"Census Tract 832, Arapahoe County, Colorado",Arapahoe,6042,15,18.2,95% C.I.: 17.7 - 18.7,Middle Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1142,8005085900,"Census Tract 859, Arapahoe County, Colorado",Arapahoe,3191,15,18.4,95% C.I.: 17.9 - 19,Fourth Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1143,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",Arapahoe,4040,15,17.8,95% C.I.: 17.3 - 18.3,Middle Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1144,8005086400,"Census Tract 864, Arapahoe County, Colorado",Arapahoe,1588,15,16.8,95% C.I.: 16.4 - 17.2,Lowest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1145,8005086700,"Census Tract 867, Arapahoe County, Colorado",Arapahoe,2946,15,16.9,95% C.I.: 16.5 - 17.3,Second Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1146,8005007103,"Census Tract 71.03, Arapahoe County, Colorado",Arapahoe,1282,15,16.7,95% C.I.: 16.3 - 17.1,Lowest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1147,8005005700,"Census Tract 57, Arapahoe County, Colorado",Arapahoe,3145,15,16.5,95% C.I.: 16.1 - 17,Lowest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1148,8005005622,"Census Tract 56.22, Arapahoe County, Colorado",Arapahoe,1859,15,16.3,95% C.I.: 15.9 - 16.6,Lowest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1149,8005005611,"Census Tract 56.11, Arapahoe County, Colorado",Arapahoe,3940,15,17.3,95% C.I.: 16.8 - 17.7,Second Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1150,8005007400,"Census Tract 74, Arapahoe County, Colorado",Arapahoe,3803,15,22.6,95% C.I.: 21.9 - 23.3,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1151,8005005553,"Census Tract 55.53, Arapahoe County, Colorado",Arapahoe,2996,15,19.1,95% C.I.: 18.6 - 19.6,Fourth Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1152,8005005626,"Census Tract 56.26, Arapahoe County, Colorado",Arapahoe,2913,15,16.8,95% C.I.: 16.4 - 17.2,Second Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1153,8005007600,"Census Tract 76, Arapahoe County, Colorado",Arapahoe,2721,15,22.7,95% C.I.: 21.9 - 23.5,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1154,8041000202,"Census Tract 2.02, El Paso County, Colorado",El Paso,3522,4,17.9,95% C.I.: 17.5 - 18.4,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1155,8041007900,"Census Tract 79, El Paso County, Colorado",El Paso,2255,4,19.9,95% C.I.: 19.4 - 20.4,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1156,8041000102,"Census Tract 1.02, El Paso County, Colorado",El Paso,2855,4,17.9,95% C.I.: 17.5 - 18.4,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1157,8041004701,"Census Tract 47.01, El Paso County, Colorado",El Paso,3989,4,18.2,95% C.I.: 17.8 - 18.7,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1158,8041005501,"Census Tract 55.01, El Paso County, Colorado",El Paso,3645,4,18.2,95% C.I.: 17.7 - 18.7,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1159,8041004901,"Census Tract 49.01, El Paso County, Colorado",El Paso,2815,4,17,95% C.I.: 16.6 - 17.5,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1160,8041004902,"Census Tract 49.02, El Paso County, Colorado",El Paso,4677,4,17.9,95% C.I.: 17.4 - 18.3,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1161,8041004501,"Census Tract 45.01, El Paso County, Colorado",El Paso,3324,4,19.9,95% C.I.: 19.3 - 20.5,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1162,8041004008,"Census Tract 40.08, El Paso County, Colorado",El Paso,1873,4,15.5,95% C.I.: 15.1 - 16,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
