OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HeartDisease_Census_Tract_Estimate,HeartDisease_Estimate_Confidence_Interval,HeartDisease_Map_Symbol_withinHSR,HeartDisease_County_Regional_Estimate,HeartDisease_Map_Symbol_State,HeartDisease_State_Estimate
1104,8005005627,"Census Tract 56.27, Arapahoe County, Colorado",Arapahoe,3558,15,3.4,95% C.I.: 3.3 - 3.6,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1105,8005005614,"Census Tract 56.14, Arapahoe County, Colorado",Arapahoe,2604,15,2.8,95% C.I.: 2.7 - 3,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1106,8005006707,"Census Tract 67.07, Arapahoe County, Colorado",Arapahoe,3888,15,2.5,95% C.I.: 2.4 - 2.7,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1107,8005006708,"Census Tract 67.08, Arapahoe County, Colorado",Arapahoe,3912,15,2.9,95% C.I.: 2.7 - 3,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1108,8005006604,"Census Tract 66.04, Arapahoe County, Colorado",Arapahoe,3636,15,2.7,95% C.I.: 2.6 - 2.9,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1109,8005006603,"Census Tract 66.03, Arapahoe County, Colorado",Arapahoe,2733,15,3.2,95% C.I.: 3 - 3.3,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1110,8005006705,"Census Tract 67.05, Arapahoe County, Colorado",Arapahoe,1401,15,2.9,95% C.I.: 2.7 - 3,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1111,8005006601,"Census Tract 66.01, Arapahoe County, Colorado",Arapahoe,4604,15,2.1,95% C.I.: 2 - 2.3,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1112,8005005621,"Census Tract 56.21, Arapahoe County, Colorado",Arapahoe,2424,15,3.6,95% C.I.: 3.4 - 3.8,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1113,8005005625,"Census Tract 56.25, Arapahoe County, Colorado",Arapahoe,2488,15,2.9,95% C.I.: 2.7 - 3,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1114,8005006704,"Census Tract 67.04, Arapahoe County, Colorado",Arapahoe,3128,15,3.7,95% C.I.: 3.6 - 3.9,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1115,8005005620,"Census Tract 56.20, Arapahoe County, Colorado",Arapahoe,2580,15,3.1,95% C.I.: 2.9 - 3.3,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1116,8005006709,"Census Tract 67.09, Arapahoe County, Colorado",Arapahoe,4114,15,3.5,95% C.I.: 3.3 - 3.6,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1117,8005005619,"Census Tract 56.19, Arapahoe County, Colorado",Arapahoe,3789,15,2.8,95% C.I.: 2.7 - 3,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1118,8005005633,"Census Tract 56.33, Arapahoe County, Colorado",Arapahoe,2489,15,3,95% C.I.: 2.9 - 3.2,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1119,8005081700,"Census Tract 817, Arapahoe County, Colorado",Arapahoe,2220,15,2.1,95% C.I.: 2 - 2.3,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1120,8005015100,"Census Tract 151, Arapahoe County, Colorado",Arapahoe,2179,15,3.2,95% C.I.: 3.1 - 3.4,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1121,8005083900,"Census Tract 839, Arapahoe County, Colorado",Arapahoe,2387,15,2.5,95% C.I.: 2.4 - 2.7,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1122,8005082900,"Census Tract 829, Arapahoe County, Colorado",Arapahoe,3528,15,1.5,95% C.I.: 1.4 - 1.7,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1123,8005087300,"Census Tract 873, Arapahoe County, Colorado",Arapahoe,5983,15,1.4,95% C.I.: 1.3 - 1.6,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1124,8005086900,"Census Tract 869, Arapahoe County, Colorado",Arapahoe,2379,15,1.1,95% C.I.: 1 - 1.3,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1125,8005087100,"Census Tract 871, Arapahoe County, Colorado",Arapahoe,2094,15,2.4,95% C.I.: 2.3 - 2.6,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1126,8005007301,"Census Tract 73.01, Arapahoe County, Colorado",Arapahoe,1823,15,1.2,95% C.I.: 1.1 - 1.5,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1127,8005006100,"Census Tract 61, Arapahoe County, Colorado",Arapahoe,2572,15,1.9,95% C.I.: 1.7 - 2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1128,8005006300,"Census Tract 63, Arapahoe County, Colorado",Arapahoe,2229,15,2.2,95% C.I.: 2.1 - 2.4,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1129,8005006706,"Census Tract 67.06, Arapahoe County, Colorado",Arapahoe,3742,15,3.2,95% C.I.: 3.1 - 3.4,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1130,8005006200,"Census Tract 62, Arapahoe County, Colorado",Arapahoe,2688,15,2.2,95% C.I.: 2 - 2.3,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1131,8005005952,"Census Tract 59.52, Arapahoe County, Colorado",Arapahoe,2957,15,2.2,95% C.I.: 2.1 - 2.4,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1132,8005005951,"Census Tract 59.51, Arapahoe County, Colorado",Arapahoe,3686,15,2.7,95% C.I.: 2.6 - 2.9,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1133,8005005800,"Census Tract 58, Arapahoe County, Colorado",Arapahoe,2143,15,2.2,95% C.I.: 2.1 - 2.3,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1134,8005005612,"Census Tract 56.12, Arapahoe County, Colorado",Arapahoe,3009,15,2.7,95% C.I.: 2.6 - 2.9,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1135,8005006400,"Census Tract 64, Arapahoe County, Colorado",Arapahoe,2760,15,2.3,95% C.I.: 2.2 - 2.4,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1136,8005006000,"Census Tract 60, Arapahoe County, Colorado",Arapahoe,2231,15,2.3,95% C.I.: 2.2 - 2.4,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1137,8041000301,"Census Tract 3.01, El Paso County, Colorado",El Paso,2638,4,4,95% C.I.: 3.8 - 4.3,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1138,8041000203,"Census Tract 2.03, El Paso County, Colorado",El Paso,3572,4,3.3,95% C.I.: 3.1 - 3.5,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1139,8005080500,"Census Tract 805, Arapahoe County, Colorado",Arapahoe,3106,15,2.9,95% C.I.: 2.7 - 3.1,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1140,8005083000,"Census Tract 830, Arapahoe County, Colorado",Arapahoe,2725,15,2.2,95% C.I.: 2 - 2.4,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1141,8005083200,"Census Tract 832, Arapahoe County, Colorado",Arapahoe,6042,15,1.5,95% C.I.: 1.4 - 1.7,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1142,8005085900,"Census Tract 859, Arapahoe County, Colorado",Arapahoe,3191,15,1.7,95% C.I.: 1.5 - 1.9,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1143,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",Arapahoe,4040,15,2.2,95% C.I.: 2.1 - 2.4,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1144,8005086400,"Census Tract 864, Arapahoe County, Colorado",Arapahoe,1588,15,3.2,95% C.I.: 3 - 3.3,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1145,8005086700,"Census Tract 867, Arapahoe County, Colorado",Arapahoe,2946,15,1.9,95% C.I.: 1.7 - 2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1146,8005007103,"Census Tract 71.03, Arapahoe County, Colorado",Arapahoe,1282,15,2.7,95% C.I.: 2.5 - 2.8,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1147,8005005700,"Census Tract 57, Arapahoe County, Colorado",Arapahoe,3145,15,1.9,95% C.I.: 1.8 - 2.1,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1148,8005005622,"Census Tract 56.22, Arapahoe County, Colorado",Arapahoe,1859,15,3.3,95% C.I.: 3.2 - 3.5,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1149,8005005611,"Census Tract 56.11, Arapahoe County, Colorado",Arapahoe,3940,15,3.1,95% C.I.: 3 - 3.3,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1150,8005007400,"Census Tract 74, Arapahoe County, Colorado",Arapahoe,3803,15,1.5,95% C.I.: 1.4 - 1.8,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1151,8005005553,"Census Tract 55.53, Arapahoe County, Colorado",Arapahoe,2996,15,2.3,95% C.I.: 2.2 - 2.5,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1152,8005005626,"Census Tract 56.26, Arapahoe County, Colorado",Arapahoe,2913,15,3.1,95% C.I.: 2.9 - 3.3,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1153,8005007600,"Census Tract 76, Arapahoe County, Colorado",Arapahoe,2721,15,1.6,95% C.I.: 1.4 - 1.9,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1154,8041000202,"Census Tract 2.02, El Paso County, Colorado",El Paso,3522,4,3.4,95% C.I.: 3.3 - 3.7,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1155,8041007900,"Census Tract 79, El Paso County, Colorado",El Paso,2255,4,5.7,95% C.I.: 5.4 - 6,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1156,8041000102,"Census Tract 1.02, El Paso County, Colorado",El Paso,2855,4,3.5,95% C.I.: 3.3 - 3.7,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1157,8041004701,"Census Tract 47.01, El Paso County, Colorado",El Paso,3989,4,3.1,95% C.I.: 2.9 - 3.3,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1158,8041005501,"Census Tract 55.01, El Paso County, Colorado",El Paso,3645,4,3.6,95% C.I.: 3.4 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1159,8041004901,"Census Tract 49.01, El Paso County, Colorado",El Paso,2815,4,2.9,95% C.I.: 2.8 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1160,8041004902,"Census Tract 49.02, El Paso County, Colorado",El Paso,4677,4,3.5,95% C.I.: 3.3 - 3.7,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1161,8041004501,"Census Tract 45.01, El Paso County, Colorado",El Paso,3324,4,3.1,95% C.I.: 2.9 - 3.4,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1162,8041004008,"Census Tract 40.08, El Paso County, Colorado",El Paso,1873,4,1.6,95% C.I.: 1.5 - 1.8,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1163,8041007000,"Census Tract 70, El Paso County, Colorado",El Paso,3039,4,2.8,95% C.I.: 2.7 - 3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1164,8041003702,"Census Tract 37.02, El Paso County, Colorado",El Paso,3972,4,4.5,95% C.I.: 4.3 - 4.7,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1165,8041002800,"Census Tract 28, El Paso County, Colorado",El Paso,4772,4,3.3,95% C.I.: 3.1 - 3.6,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1166,8041001301,"Census Tract 13.01, El Paso County, Colorado",El Paso,1894,4,3.6,95% C.I.: 3.4 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1167,8041003902,"Census Tract 39.02, El Paso County, Colorado",El Paso,8358,4,2.9,95% C.I.: 2.8 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1168,8041007300,"Census Tract 73, El Paso County, Colorado",El Paso,7324,4,3.4,95% C.I.: 3.2 - 3.5,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1169,8005083700,"Census Tract 837, Arapahoe County, Colorado",Arapahoe,3342,15,2.9,95% C.I.: 2.7 - 3.1,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1170,8005086100,"Census Tract 861, Arapahoe County, Colorado",Arapahoe,3257,15,1.7,95% C.I.: 1.6 - 1.9,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1171,8005007107,"Census Tract 71.07, Arapahoe County, Colorado",Arapahoe,5618,15,1.7,95% C.I.: 1.6 - 1.9,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1172,8005085100,"Census Tract 851, Arapahoe County, Colorado",Arapahoe,4656,15,1.6,95% C.I.: 1.5 - 1.8,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1173,8005085600,"Census Tract 856, Arapahoe County, Colorado",Arapahoe,2316,15,2,95% C.I.: 1.9 - 2.2,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1174,8005085500,"Census Tract 855, Arapahoe County, Colorado",Arapahoe,4197,15,2,95% C.I.: 1.9 - 2.2,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1175,8005087000,"Census Tract 870, Arapahoe County, Colorado",Arapahoe,4270,15,1.3,95% C.I.: 1.2 - 1.5,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1176,8005086800,"Census Tract 868, Arapahoe County, Colorado",Arapahoe,5571,15,1.5,95% C.I.: 1.4 - 1.8,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1177,8005005551,"Census Tract 55.51, Arapahoe County, Colorado",Arapahoe,2761,15,1.7,95% C.I.: 1.6 - 2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1178,8005007702,"Census Tract 77.02, Arapahoe County, Colorado",Arapahoe,3220,15,2.1,95% C.I.: 1.9 - 2.3,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1179,8005080100,"Census Tract 801, Arapahoe County, Colorado",Arapahoe,3407,15,2.4,95% C.I.: 2.2 - 2.6,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1180,8005084800,"Census Tract 848, Arapahoe County, Colorado",Arapahoe,2547,15,1.8,95% C.I.: 1.7 - 1.9,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1181,8005007101,"Census Tract 71.01, Arapahoe County, Colorado",Arapahoe,3975,15,2.6,95% C.I.: 2.5 - 2.8,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1182,8005081900,"Census Tract 819, Arapahoe County, Colorado",Arapahoe,4826,15,2,95% C.I.: 1.9 - 2.3,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1183,8005082000,"Census Tract 820, Arapahoe County, Colorado",Arapahoe,3006,15,1.2,95% C.I.: 1.1 - 1.5,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1184,8005081400,"Census Tract 814, Arapahoe County, Colorado",Arapahoe,3363,15,3.3,95% C.I.: 3.1 - 3.5,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1185,8005007202,"Census Tract 72.02, Arapahoe County, Colorado",Arapahoe,2793,15,1.5,95% C.I.: 1.4 - 1.8,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1186,8041007500,"Census Tract 75, El Paso County, Colorado",El Paso,6410,4,3.7,95% C.I.: 3.5 - 3.9,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1187,8041003909,"Census Tract 39.09, El Paso County, Colorado",El Paso,5125,4,3.5,95% C.I.: 3.4 - 3.7,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1188,8041002300,"Census Tract 23, El Paso County, Colorado",El Paso,1605,4,4,95% C.I.: 3.8 - 4.4,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1189,8005087200,"Census Tract 872, Arapahoe County, Colorado",Arapahoe,3525,15,1.9,95% C.I.: 1.7 - 2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1190,8005085000,"Census Tract 850, Arapahoe County, Colorado",Arapahoe,1235,15,2.2,95% C.I.: 2 - 2.3,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1191,8005083800,"Census Tract 838, Arapahoe County, Colorado",Arapahoe,2339,15,2.3,95% C.I.: 2.1 - 2.5,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1192,8005007105,"Census Tract 71.05, Arapahoe County, Colorado",Arapahoe,3718,15,2.1,95% C.I.: 2 - 2.3,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1193,8005007104,"Census Tract 71.04, Arapahoe County, Colorado",Arapahoe,3672,15,1.3,95% C.I.: 1.2 - 1.4,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1194,8005086000,"Census Tract 860, Arapahoe County, Colorado",Arapahoe,5359,15,1.2,95% C.I.: 1.1 - 1.3,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1195,8005007106,"Census Tract 71.06, Arapahoe County, Colorado",Arapahoe,3945,15,1.7,95% C.I.: 1.6 - 1.9,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1196,8005083100,"Census Tract 831, Arapahoe County, Colorado",Arapahoe,4921,15,1.5,95% C.I.: 1.4 - 1.7,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1197,8005080600,"Census Tract 806, Arapahoe County, Colorado",Arapahoe,2762,15,2.3,95% C.I.: 2.1 - 2.5,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1198,8005007302,"Census Tract 73.02, Arapahoe County, Colorado",Arapahoe,3582,15,1.5,95% C.I.: 1.3 - 1.8,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1199,8005080000,"Census Tract 800, Arapahoe County, Colorado",Arapahoe,2445,15,2,95% C.I.: 1.8 - 2.2,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1200,8005006854,"Census Tract 68.54, Arapahoe County, Colorado",Arapahoe,2264,15,1.9,95% C.I.: 1.8 - 2.1,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
