OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HealthStatus_Census_Tract_Estimate,HealthStatus_Estimate_Confidence_Interval,HealthStatus_Map_Symbol_withinHSR,HealthStatus_County_Regional_Estimate,HealthStatus_Map_Symbol_State,HealthStatus_State_Estimate
1098,8005005632,"Census Tract 56.32, Arapahoe County, Colorado",Arapahoe,2524,15,11.3,95% C.I.: 11 - 11.7,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1099,8005005629,"Census Tract 56.29, Arapahoe County, Colorado",Arapahoe,1923,15,10.7,95% C.I.: 10.4 - 11,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1100,8005084400,"Census Tract 844, Arapahoe County, Colorado",Arapahoe,2294,15,12.8,95% C.I.: 12.4 - 13.2,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1101,8055960900,"Census Tract 9609, Huerfano County, Colorado",Huerfano,2882,6,22.2,95% C.I.: 19.3 - 26.6,Middle Quintile,County/Regional Estimate 28.5% (95% C.I.: 17.5 - 39.5),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1102,8055960600,"Census Tract 9606, Huerfano County, Colorado",Huerfano,2580,6,18.2,95% C.I.: 15.1 - 22.6,Second Quintile,County/Regional Estimate 28.5% (95% C.I.: 17.5 - 39.5),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1103,8005005624,"Census Tract 56.24, Arapahoe County, Colorado",Arapahoe,2024,15,11.4,95% C.I.: 11 - 11.7,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1104,8005005627,"Census Tract 56.27, Arapahoe County, Colorado",Arapahoe,3558,15,11.4,95% C.I.: 11.1 - 11.7,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1105,8005005614,"Census Tract 56.14, Arapahoe County, Colorado",Arapahoe,2604,15,11.1,95% C.I.: 10.8 - 11.5,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1106,8005006707,"Census Tract 67.07, Arapahoe County, Colorado",Arapahoe,3888,15,11.5,95% C.I.: 11.1 - 11.8,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1107,8005006708,"Census Tract 67.08, Arapahoe County, Colorado",Arapahoe,3912,15,11.1,95% C.I.: 10.8 - 11.4,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1108,8005006604,"Census Tract 66.04, Arapahoe County, Colorado",Arapahoe,3636,15,12.7,95% C.I.: 12.3 - 13.1,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1109,8005006603,"Census Tract 66.03, Arapahoe County, Colorado",Arapahoe,2733,15,11.6,95% C.I.: 11.3 - 12,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1110,8005006705,"Census Tract 67.05, Arapahoe County, Colorado",Arapahoe,1401,15,10.6,95% C.I.: 10.4 - 10.9,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1111,8005006601,"Census Tract 66.01, Arapahoe County, Colorado",Arapahoe,4604,15,13.1,95% C.I.: 12.6 - 13.5,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1112,8005005621,"Census Tract 56.21, Arapahoe County, Colorado",Arapahoe,2424,15,11.9,95% C.I.: 11.5 - 12.2,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1113,8005005625,"Census Tract 56.25, Arapahoe County, Colorado",Arapahoe,2488,15,11.6,95% C.I.: 11.3 - 12,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1114,8005006704,"Census Tract 67.04, Arapahoe County, Colorado",Arapahoe,3128,15,11.9,95% C.I.: 11.6 - 12.3,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1115,8005005620,"Census Tract 56.20, Arapahoe County, Colorado",Arapahoe,2580,15,12.5,95% C.I.: 12.1 - 12.9,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1116,8005006709,"Census Tract 67.09, Arapahoe County, Colorado",Arapahoe,4114,15,11.5,95% C.I.: 11.2 - 11.8,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1117,8005005619,"Census Tract 56.19, Arapahoe County, Colorado",Arapahoe,3789,15,12,95% C.I.: 11.6 - 12.4,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1118,8005005633,"Census Tract 56.33, Arapahoe County, Colorado",Arapahoe,2489,15,11,95% C.I.: 10.8 - 11.3,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1119,8005081700,"Census Tract 817, Arapahoe County, Colorado",Arapahoe,2220,15,12.4,95% C.I.: 12 - 12.7,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1120,8005015100,"Census Tract 151, Arapahoe County, Colorado",Arapahoe,2179,15,11.4,95% C.I.: 11.1 - 11.7,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1121,8005083900,"Census Tract 839, Arapahoe County, Colorado",Arapahoe,2387,15,11.9,95% C.I.: 11.5 - 12.3,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1122,8005082900,"Census Tract 829, Arapahoe County, Colorado",Arapahoe,3528,15,14.9,95% C.I.: 14.4 - 15.4,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1123,8005087300,"Census Tract 873, Arapahoe County, Colorado",Arapahoe,5983,15,14.2,95% C.I.: 13.7 - 14.7,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1124,8005086900,"Census Tract 869, Arapahoe County, Colorado",Arapahoe,2379,15,14.2,95% C.I.: 13.7 - 14.7,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1125,8005087100,"Census Tract 871, Arapahoe County, Colorado",Arapahoe,2094,15,14.4,95% C.I.: 13.9 - 15,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1126,8005007301,"Census Tract 73.01, Arapahoe County, Colorado",Arapahoe,1823,15,16.7,95% C.I.: 16.1 - 17.3,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1127,8005006100,"Census Tract 61, Arapahoe County, Colorado",Arapahoe,2572,15,12.8,95% C.I.: 12.4 - 13.2,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1128,8005006300,"Census Tract 63, Arapahoe County, Colorado",Arapahoe,2229,15,11.8,95% C.I.: 11.5 - 12.2,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1129,8005006706,"Census Tract 67.06, Arapahoe County, Colorado",Arapahoe,3742,15,12.1,95% C.I.: 11.7 - 12.4,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1130,8005006200,"Census Tract 62, Arapahoe County, Colorado",Arapahoe,2688,15,11.8,95% C.I.: 11.5 - 12.2,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1131,8005005952,"Census Tract 59.52, Arapahoe County, Colorado",Arapahoe,2957,15,11.1,95% C.I.: 10.7 - 11.4,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1132,8005005951,"Census Tract 59.51, Arapahoe County, Colorado",Arapahoe,3686,15,11.7,95% C.I.: 11.3 - 12,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1133,8005005800,"Census Tract 58, Arapahoe County, Colorado",Arapahoe,2143,15,11.1,95% C.I.: 10.8 - 11.4,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1134,8005005612,"Census Tract 56.12, Arapahoe County, Colorado",Arapahoe,3009,15,12.3,95% C.I.: 11.9 - 12.6,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1135,8005006400,"Census Tract 64, Arapahoe County, Colorado",Arapahoe,2760,15,12.6,95% C.I.: 12.2 - 13,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1136,8005006000,"Census Tract 60, Arapahoe County, Colorado",Arapahoe,2231,15,11,95% C.I.: 10.6 - 11.3,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1137,8041000301,"Census Tract 3.01, El Paso County, Colorado",El Paso,2638,4,15.3,95% C.I.: 14.8 - 15.8,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1138,8041000203,"Census Tract 2.03, El Paso County, Colorado",El Paso,3572,4,13.2,95% C.I.: 12.8 - 13.6,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1139,8005080500,"Census Tract 805, Arapahoe County, Colorado",Arapahoe,3106,15,13.3,95% C.I.: 12.8 - 13.7,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1140,8005083000,"Census Tract 830, Arapahoe County, Colorado",Arapahoe,2725,15,14.9,95% C.I.: 14.4 - 15.4,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1141,8005083200,"Census Tract 832, Arapahoe County, Colorado",Arapahoe,6042,15,13.1,95% C.I.: 12.7 - 13.5,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1142,8005085900,"Census Tract 859, Arapahoe County, Colorado",Arapahoe,3191,15,13.6,95% C.I.: 13.2 - 14.1,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1143,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",Arapahoe,4040,15,12.4,95% C.I.: 12.1 - 12.8,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1144,8005086400,"Census Tract 864, Arapahoe County, Colorado",Arapahoe,1588,15,11.7,95% C.I.: 11.4 - 12,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1145,8005086700,"Census Tract 867, Arapahoe County, Colorado",Arapahoe,2946,15,11.9,95% C.I.: 11.6 - 12.3,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1146,8005007103,"Census Tract 71.03, Arapahoe County, Colorado",Arapahoe,1282,15,11.6,95% C.I.: 11.3 - 11.9,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1147,8005005700,"Census Tract 57, Arapahoe County, Colorado",Arapahoe,3145,15,11.5,95% C.I.: 11.1 - 11.8,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1148,8005005622,"Census Tract 56.22, Arapahoe County, Colorado",Arapahoe,1859,15,11.2,95% C.I.: 10.9 - 11.5,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1149,8005005611,"Census Tract 56.11, Arapahoe County, Colorado",Arapahoe,3940,15,12.3,95% C.I.: 12 - 12.7,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1150,8005007400,"Census Tract 74, Arapahoe County, Colorado",Arapahoe,3803,15,16.4,95% C.I.: 15.8 - 17,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1151,8005005553,"Census Tract 55.53, Arapahoe County, Colorado",Arapahoe,2996,15,13.1,95% C.I.: 12.7 - 13.5,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1152,8005005626,"Census Tract 56.26, Arapahoe County, Colorado",Arapahoe,2913,15,11.3,95% C.I.: 11 - 11.7,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1153,8005007600,"Census Tract 76, Arapahoe County, Colorado",Arapahoe,2721,15,18,95% C.I.: 17.3 - 18.7,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1154,8041000202,"Census Tract 2.02, El Paso County, Colorado",El Paso,3522,4,14.3,95% C.I.: 13.9 - 14.7,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1155,8041007900,"Census Tract 79, El Paso County, Colorado",El Paso,2255,4,15.4,95% C.I.: 15 - 15.8,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1156,8041000102,"Census Tract 1.02, El Paso County, Colorado",El Paso,2855,4,13.8,95% C.I.: 13.4 - 14.2,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1157,8041004701,"Census Tract 47.01, El Paso County, Colorado",El Paso,3989,4,14.3,95% C.I.: 13.9 - 14.7,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1158,8041005501,"Census Tract 55.01, El Paso County, Colorado",El Paso,3645,4,14.9,95% C.I.: 14.5 - 15.3,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1159,8041004901,"Census Tract 49.01, El Paso County, Colorado",El Paso,2815,4,13.9,95% C.I.: 13.5 - 14.3,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1160,8041004902,"Census Tract 49.02, El Paso County, Colorado",El Paso,4677,4,14.6,95% C.I.: 14.2 - 15.1,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1161,8041004501,"Census Tract 45.01, El Paso County, Colorado",El Paso,3324,4,15.4,95% C.I.: 14.9 - 16,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1162,8041004008,"Census Tract 40.08, El Paso County, Colorado",El Paso,1873,4,13.2,95% C.I.: 12.8 - 13.6,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1163,8041007000,"Census Tract 70, El Paso County, Colorado",El Paso,3039,4,14.2,95% C.I.: 13.9 - 14.6,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1164,8041003702,"Census Tract 37.02, El Paso County, Colorado",El Paso,3972,4,14.3,95% C.I.: 14 - 14.7,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1165,8041002800,"Census Tract 28, El Paso County, Colorado",El Paso,4772,4,15.8,95% C.I.: 15.3 - 16.4,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1166,8041001301,"Census Tract 13.01, El Paso County, Colorado",El Paso,1894,4,14.2,95% C.I.: 13.8 - 14.6,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1167,8041003902,"Census Tract 39.02, El Paso County, Colorado",El Paso,8358,4,14,95% C.I.: 13.7 - 14.4,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1168,8041007300,"Census Tract 73, El Paso County, Colorado",El Paso,7324,4,14.1,95% C.I.: 13.8 - 14.4,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1169,8005083700,"Census Tract 837, Arapahoe County, Colorado",Arapahoe,3342,15,13,95% C.I.: 12.6 - 13.5,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1170,8005086100,"Census Tract 861, Arapahoe County, Colorado",Arapahoe,3257,15,13,95% C.I.: 12.6 - 13.4,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1171,8005007107,"Census Tract 71.07, Arapahoe County, Colorado",Arapahoe,5618,15,12.3,95% C.I.: 11.9 - 12.7,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1172,8005085100,"Census Tract 851, Arapahoe County, Colorado",Arapahoe,4656,15,13.1,95% C.I.: 12.7 - 13.6,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1173,8005085600,"Census Tract 856, Arapahoe County, Colorado",Arapahoe,2316,15,12.3,95% C.I.: 11.9 - 12.7,Second Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1174,8005085500,"Census Tract 855, Arapahoe County, Colorado",Arapahoe,4197,15,12.4,95% C.I.: 12 - 12.8,Middle Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1175,8005087000,"Census Tract 870, Arapahoe County, Colorado",Arapahoe,4270,15,13.9,95% C.I.: 13.4 - 14.4,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1176,8005086800,"Census Tract 868, Arapahoe County, Colorado",Arapahoe,5571,15,13.9,95% C.I.: 13.4 - 14.5,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1177,8005005551,"Census Tract 55.51, Arapahoe County, Colorado",Arapahoe,2761,15,15.7,95% C.I.: 15.1 - 16.3,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1178,8005007702,"Census Tract 77.02, Arapahoe County, Colorado",Arapahoe,3220,15,15.6,95% C.I.: 15.1 - 16.2,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1179,8005080100,"Census Tract 801, Arapahoe County, Colorado",Arapahoe,3407,15,15.6,95% C.I.: 15 - 16.2,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1180,8005084800,"Census Tract 848, Arapahoe County, Colorado",Arapahoe,2547,15,10.9,95% C.I.: 10.6 - 11.2,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1181,8005007101,"Census Tract 71.01, Arapahoe County, Colorado",Arapahoe,3975,15,11.5,95% C.I.: 11.1 - 11.8,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1182,8005081900,"Census Tract 819, Arapahoe County, Colorado",Arapahoe,4826,15,17,95% C.I.: 16.3 - 17.6,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1183,8005082000,"Census Tract 820, Arapahoe County, Colorado",Arapahoe,3006,15,15.4,95% C.I.: 14.8 - 16,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1184,8005081400,"Census Tract 814, Arapahoe County, Colorado",Arapahoe,3363,15,13.5,95% C.I.: 13 - 14,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1185,8005007202,"Census Tract 72.02, Arapahoe County, Colorado",Arapahoe,2793,15,17.3,95% C.I.: 16.7 - 17.9,Highest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1186,8041007500,"Census Tract 75, El Paso County, Colorado",El Paso,6410,4,14.1,95% C.I.: 13.7 - 14.4,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1187,8041003909,"Census Tract 39.09, El Paso County, Colorado",El Paso,5125,4,13.4,95% C.I.: 13.1 - 13.7,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1188,8041002300,"Census Tract 23, El Paso County, Colorado",El Paso,1605,4,15.1,95% C.I.: 14.6 - 15.6,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1189,8005087200,"Census Tract 872, Arapahoe County, Colorado",Arapahoe,3525,15,13.4,95% C.I.: 13 - 13.9,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
