OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysHealth_Census_Tract_Estimate,PhysHealth_Estimate_Confidence_Interval,PhysHealth_Map_Symbol_withinHSR,PhysHealth_County_Regional_Estimate,PhysHealth_Map_Symbol_State,PhysHealth_State_Estimate
96,8083969600,"Census Tract 9696, Montezuma County, Colorado",Montezuma,4090,9,15.6,95% C.I.: 14.3 - 17.6,Highest Quintile,County/Regional Estimate 14.7% (95% C.I.: 9.9 - 19.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
97,8083969300,"Census Tract 9693, Montezuma County, Colorado",Montezuma,4111,9,16.4,95% C.I.: 14.9 - 18.2,Highest Quintile,County/Regional Estimate 14.7% (95% C.I.: 9.9 - 19.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
98,8003960000,"Census Tract 9600, Alamosa County, Colorado",Alamosa,1260,8,14.6,95% C.I.: 12.7 - 17.1,Middle Quintile,County/Regional Estimate 12.2% (95% C.I.: 6.5 - 18),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
99,8003960100,"Census Tract 9601, Alamosa County, Colorado",Alamosa,2053,8,14.1,95% C.I.: 12.2 - 16.8,Second Quintile,County/Regional Estimate 12.2% (95% C.I.: 6.5 - 18),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
100,8091967600,"Census Tract 9676, Ouray County, Colorado",Ouray,3968,10,8.9,95% C.I.: 7 - 11.9,Second Quintile,County/Regional Estimate 13.1% (95% C.I.: 1.2 - 25),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
101,8033000100,"Census Tract 1, Dolores County, Colorado",Dolores,1375,9,8.6,95% C.I.: 6.8 - 11.5,Middle Quintile,County/Regional Estimate 11.1% (95% C.I.: 2.4 - 19.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
102,8109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,2793,8,16,95% C.I.: 13.6 - 19.4,Fourth Quintile,County/Regional Estimate 13.5% (95% C.I.: 6.5 - 20.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
103,8109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,2142,8,12.3,95% C.I.: 10 - 17.1,Lowest Quintile,County/Regional Estimate 13.5% (95% C.I.: 6.5 - 20.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
104,8105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,3644,8,14.1,95% C.I.: 11.8 - 18.6,Second Quintile,County/Regional Estimate 16.1% (95% C.I.: 9.1 - 23.1),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
105,8105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,3615,8,14.5,95% C.I.: 12.6 - 17.8,Second Quintile,County/Regional Estimate 16.1% (95% C.I.: 9.1 - 23.1),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
106,8105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,1460,8,20,95% C.I.: 17 - 25,Highest Quintile,County/Regional Estimate 16.1% (95% C.I.: 9.1 - 23.1),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
107,8077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,4504,19,10.4,95% C.I.: 9.8 - 10.9,Second Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
108,8077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,4425,19,9.6,95% C.I.: 9.2 - 10.2,Lowest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
109,8077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,3854,19,12,95% C.I.: 11.5 - 12.7,Highest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
110,8077000602,"Census Tract 6.02, Mesa County, Colorado",Mesa,3958,19,11,95% C.I.: 10.3 - 11.8,Middle Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
111,8077000500,"Census Tract 5, Mesa County, Colorado",Mesa,3136,19,9.1,95% C.I.: 8.5 - 10,Lowest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
112,8077000400,"Census Tract 4, Mesa County, Colorado",Mesa,3026,19,10.9,95% C.I.: 10.2 - 11.7,Second Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
113,8077001302,"Census Tract 13.02, Mesa County, Colorado",Mesa,3871,19,11.1,95% C.I.: 10.5 - 11.7,Middle Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
114,8077001102,"Census Tract 11.02, Mesa County, Colorado",Mesa,3520,19,12,95% C.I.: 11.4 - 12.9,Highest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
115,8077000300,"Census Tract 3, Mesa County, Colorado",Mesa,1220,19,10.7,95% C.I.: 10 - 11.5,Second Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
116,8077000200,"Census Tract 2, Mesa County, Colorado",Mesa,1609,19,12.8,95% C.I.: 12 - 13.5,Highest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
117,8077001404,"Census Tract 14.04, Mesa County, Colorado",Mesa,4122,19,11.4,95% C.I.: 10.9 - 12,Fourth Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
118,8077001501,"Census Tract 15.01, Mesa County, Colorado",Mesa,9796,19,10.6,95% C.I.: 10.1 - 11.3,Second Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
119,8077001403,"Census Tract 14.03, Mesa County, Colorado",Mesa,2810,19,11,95% C.I.: 10.5 - 11.6,Middle Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
120,8077001301,"Census Tract 13.01, Mesa County, Colorado",Mesa,6615,19,9.9,95% C.I.: 9.3 - 10.6,Lowest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
121,8077001002,"Census Tract 10.02, Mesa County, Colorado",Mesa,5416,19,11.4,95% C.I.: 10.8 - 12.1,Fourth Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
122,8077000900,"Census Tract 9, Mesa County, Colorado",Mesa,2199,19,11.3,95% C.I.: 10.6 - 12.7,Fourth Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
123,8077001101,"Census Tract 11.01, Mesa County, Colorado",Mesa,6131,19,11.1,95% C.I.: 10.5 - 11.8,Middle Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
124,8077000800,"Census Tract 8, Mesa County, Colorado",Mesa,6369,19,10.2,95% C.I.: 9.6 - 11.1,Lowest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
125,8077000700,"Census Tract 7, Mesa County, Colorado",Mesa,3166,19,10.3,95% C.I.: 9.6 - 11.6,Lowest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
126,8077001900,"Census Tract 19, Mesa County, Colorado",Mesa,4210,19,11.8,95% C.I.: 11.3 - 12.4,Highest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
127,8077000601,"Census Tract 6.01, Mesa County, Colorado",Mesa,3254,19,10.1,95% C.I.: 9.6 - 10.7,Lowest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
128,8077001402,"Census Tract 14.02, Mesa County, Colorado",Mesa,4733,19,11.7,95% C.I.: 11.2 - 12.3,Highest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
129,8077001600,"Census Tract 16, Mesa County, Colorado",Mesa,2891,19,12,95% C.I.: 11.5 - 12.7,Highest Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
130,8077001502,"Census Tract 15.02, Mesa County, Colorado",Mesa,5761,19,11.1,95% C.I.: 10.6 - 11.7,Fourth Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
131,8077001703,"Census Tract 17.03, Mesa County, Colorado",Mesa,3357,19,10.4,95% C.I.: 9.9 - 11,Second Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
132,8077001800,"Census Tract 18, Mesa County, Colorado",Mesa,2349,19,11.1,95% C.I.: 10.6 - 11.9,Middle Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
133,8077001702,"Census Tract 17.02, Mesa County, Colorado",Mesa,3694,19,11.3,95% C.I.: 10.7 - 11.9,Fourth Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
134,8077001705,"Census Tract 17.05, Mesa County, Colorado",Mesa,4021,19,10.8,95% C.I.: 10.2 - 11.5,Second Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
135,8077001200,"Census Tract 12, Mesa County, Colorado",Mesa,1870,19,11.5,95% C.I.: 11 - 12.2,Fourth Quintile,County/Regional Estimate 10.8% (95% C.I.: 9.1 - 12.6),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
136,8019014900,"Census Tract 149, Clear Creek County, Colorado",Clear Creek,2165,17,9.7,95% C.I.: 7.9 - 13.9,Middle Quintile,County/Regional Estimate 10.2% (95% C.I.: 2.9 - 17.5),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
137,8053973100,"Census Tract 9731, Hinsdale County, Colorado",Hinsdale,672,10,20.8,95% C.I.: 16.9 - 27.1,Highest Quintile,County/Regional Estimate 12.1% (95% C.I.: 9.8 - 14.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
138,8015000401,"Census Tract 4.01, Chaffee County, Colorado",Chaffee,4094,13,10.6,95% C.I.: 9.1 - 12.2,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 5.5 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
139,8015000402,"Census Tract 4.02, Chaffee County, Colorado",Chaffee,3235,13,9.6,95% C.I.: 7.9 - 11.5,Lowest Quintile,County/Regional Estimate 9.1% (95% C.I.: 5.5 - 12.6),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
140,8015000100,"Census Tract 1, Chaffee County, Colorado",Chaffee,2295,13,10.3,95% C.I.: 8.6 - 12.6,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 5.5 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
141,8015000200,"Census Tract 2, Chaffee County, Colorado",Chaffee,3612,13,10.9,95% C.I.: 9.3 - 12.8,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 5.5 - 12.6),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
142,8015000300,"Census Tract 3, Chaffee County, Colorado",Chaffee,2727,13,8.5,95% C.I.: 7.3 - 10,Lowest Quintile,County/Regional Estimate 9.1% (95% C.I.: 5.5 - 12.6),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
143,8111972600,"Census Tract 9726, San Juan County, Colorado",San Juan,475,9,5.1,95% C.I.: 4.1 - 10.5,Lowest Quintile,County/Regional Estimate 9.5% (95% C.I.: 7.6 - 11.4),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
144,8085966502,"Census Tract 9665.02, Montrose County, Colorado",Montrose,2954,10,11.2,95% C.I.: 10.3 - 12.5,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
145,8085966601,"Census Tract 9666.01, Montrose County, Colorado",Montrose,3480,10,10.3,95% C.I.: 9.4 - 12,Second Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
146,8085966602,"Census Tract 9666.02, Montrose County, Colorado",Montrose,3764,10,12.4,95% C.I.: 11.5 - 13.4,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
147,8085966201,"Census Tract 9662.01, Montrose County, Colorado",Montrose,1926,10,11.8,95% C.I.: 11 - 13.1,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
148,8085966503,"Census Tract 9665.03, Montrose County, Colorado",Montrose,2628,10,11.9,95% C.I.: 10.9 - 13.3,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
149,8085966501,"Census Tract 9665.01, Montrose County, Colorado",Montrose,2410,10,12,95% C.I.: 11.1 - 13.1,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
150,8085966202,"Census Tract 9662.02, Montrose County, Colorado",Montrose,3317,10,11.2,95% C.I.: 10.2 - 13,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
151,8085966100,"Census Tract 9661, Montrose County, Colorado",Montrose,1842,10,11.8,95% C.I.: 10.9 - 12.8,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
152,8085966400,"Census Tract 9664, Montrose County, Colorado",Montrose,4859,10,10.5,95% C.I.: 9.7 - 12,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
153,8085966300,"Census Tract 9663, Montrose County, Colorado",Montrose,4586,10,8.9,95% C.I.: 8.1 - 10.5,Lowest Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.5),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
154,8007940400,"Census Tract 9404, Archuleta County, Colorado",Archuleta,1108,9,8.8,95% C.I.: 7.2 - 11.3,Middle Quintile,County/Regional Estimate 6.2% (95% C.I.: 2.8 - 9.6),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
155,8007974200,"Census Tract 9742, Archuleta County, Colorado",Archuleta,4676,9,7.8,95% C.I.: 6.4 - 9.9,Lowest Quintile,County/Regional Estimate 6.2% (95% C.I.: 2.8 - 9.6),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
156,8007974400,"Census Tract 9744, Archuleta County, Colorado",Archuleta,1918,9,7.7,95% C.I.: 6.3 - 9.9,Lowest Quintile,County/Regional Estimate 6.2% (95% C.I.: 2.8 - 9.6),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
157,8007974300,"Census Tract 9743, Archuleta County, Colorado",Archuleta,2697,9,8.1,95% C.I.: 6.6 - 10.6,Second Quintile,County/Regional Estimate 6.2% (95% C.I.: 2.8 - 9.6),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
158,8093000500,"Census Tract 5, Park County, Colorado",Park,2260,17,7.1,95% C.I.: 6.2 - 8.3,Second Quintile,County/Regional Estimate 5.1% (95% C.I.: 2.4 - 7.8),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
159,8093000400,"Census Tract 4, Park County, Colorado",Park,1499,17,6.2,95% C.I.: 5.4 - 7.3,Lowest Quintile,County/Regional Estimate 5.1% (95% C.I.: 2.4 - 7.8),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
160,8093000100,"Census Tract 1, Park County, Colorado",Park,5239,17,6,95% C.I.: 5.2 - 7.4,Lowest Quintile,County/Regional Estimate 5.1% (95% C.I.: 2.4 - 7.8),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
161,8093000300,"Census Tract 3, Park County, Colorado",Park,2166,17,6.6,95% C.I.: 5.9 - 7.7,Second Quintile,County/Regional Estimate 5.1% (95% C.I.: 2.4 - 7.8),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
162,8093000200,"Census Tract 2, Park County, Colorado",Park,2925,17,6.8,95% C.I.: 6 - 8.1,Second Quintile,County/Regional Estimate 5.1% (95% C.I.: 2.4 - 7.8),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
163,8001009606,"Census Tract 96.06, Adams County, Colorado",Adams,2143,14,10.2,95% C.I.: 9.8 - 10.7,Second Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
164,8001009320,"Census Tract 93.20, Adams County, Colorado",Adams,1975,14,10.4,95% C.I.: 9.9 - 10.8,Second Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
165,8001009409,"Census Tract 94.09, Adams County, Colorado",Adams,4268,14,12.7,95% C.I.: 12.3 - 13.2,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
166,8001009322,"Census Tract 93.22, Adams County, Colorado",Adams,3238,14,10.8,95% C.I.: 10.4 - 11.2,Middle Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
167,8001009607,"Census Tract 96.07, Adams County, Colorado",Adams,3825,14,11.3,95% C.I.: 10.9 - 11.8,Middle Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
168,8001009304,"Census Tract 93.04, Adams County, Colorado",Adams,4412,14,11.2,95% C.I.: 10.8 - 11.7,Middle Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
169,8001060200,"Census Tract 602, Adams County, Colorado",Adams,3042,14,11,95% C.I.: 10.6 - 11.4,Middle Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
170,8001009325,"Census Tract 93.25, Adams County, Colorado",Adams,4345,14,11.9,95% C.I.: 11.5 - 12.3,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
171,8069001601,"Census Tract 16.01, Larimer County, Colorado",Larimer,1284,2,7.7,95% C.I.: 7.4 - 8,Second Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
172,8069001301,"Census Tract 13.01, Larimer County, Colorado",Larimer,2984,2,8.4,95% C.I.: 8 - 8.8,Fourth Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
173,8069001114,"Census Tract 11.14, Larimer County, Colorado",Larimer,1888,2,9,95% C.I.: 8.7 - 9.5,Highest Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
174,8069001113,"Census Tract 11.13, Larimer County, Colorado",Larimer,2700,2,8.5,95% C.I.: 8.2 - 9,Fourth Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
175,8069001107,"Census Tract 11.07, Larimer County, Colorado",Larimer,4337,2,8.1,95% C.I.: 7.7 - 8.6,Middle Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
176,8069001104,"Census Tract 11.04, Larimer County, Colorado",Larimer,5360,2,6.7,95% C.I.: 6.4 - 7.1,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
177,8069001112,"Census Tract 11.12, Larimer County, Colorado",Larimer,3427,2,7.9,95% C.I.: 7.6 - 8.3,Second Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
178,8069001010,"Census Tract 10.10, Larimer County, Colorado",Larimer,2121,2,10.4,95% C.I.: 10 - 10.8,Highest Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
179,8069001007,"Census Tract 10.07, Larimer County, Colorado",Larimer,3092,2,7.4,95% C.I.: 7 - 7.8,Second Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
180,8069000300,"Census Tract 3, Larimer County, Colorado",Larimer,2430,2,7.8,95% C.I.: 7.5 - 8.2,Second Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
181,8069002700,"Census Tract 27, Larimer County, Colorado",Larimer,4775,2,8.3,95% C.I.: 8 - 8.6,Middle Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
182,8069002600,"Census Tract 26, Larimer County, Colorado",Larimer,5829,2,8.2,95% C.I.: 7.9 - 8.5,Middle Quintile,County/Regional Estimate 8.2% (95% C.I.: 7 - 9.5),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
183,8001015000,"Census Tract 150, Adams County, Colorado",Adams,2074,14,11.3,95% C.I.: 10.8 - 11.7,Middle Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
184,8001008538,"Census Tract 85.38, Adams County, Colorado",Adams,4482,14,11.5,95% C.I.: 11.1 - 11.9,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
185,8001009326,"Census Tract 93.26, Adams County, Colorado",Adams,2181,14,12.2,95% C.I.: 11.8 - 12.7,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
186,8001009206,"Census Tract 92.06, Adams County, Colorado",Adams,1589,14,11.7,95% C.I.: 11.3 - 12.2,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
187,8001008546,"Census Tract 85.46, Adams County, Colorado",Adams,2464,14,11.5,95% C.I.: 11.1 - 11.9,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
188,8001008526,"Census Tract 85.26, Adams County, Colorado",Adams,4887,14,12,95% C.I.: 11.6 - 12.4,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
189,8001008901,"Census Tract 89.01, Adams County, Colorado",Adams,1757,14,9.5,95% C.I.: 9 - 9.9,Lowest Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
190,8001009608,"Census Tract 96.08, Adams County, Colorado",Adams,2692,14,11.8,95% C.I.: 11.4 - 12.3,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
191,8001009604,"Census Tract 96.04, Adams County, Colorado",Adams,3607,14,11.6,95% C.I.: 11.1 - 12.1,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
192,8001009202,"Census Tract 92.02, Adams County, Colorado",Adams,3207,14,10,95% C.I.: 9.6 - 10.4,Lowest Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
193,8001008801,"Census Tract 88.01, Adams County, Colorado",Adams,3527,14,9.8,95% C.I.: 9.4 - 10.3,Lowest Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
194,8001009401,"Census Tract 94.01, Adams County, Colorado",Adams,4091,14,11.5,95% C.I.: 11.1 - 12,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
195,8001009406,"Census Tract 94.06, Adams County, Colorado",Adams,3728,14,11.6,95% C.I.: 11.1 - 12,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.5 - 12.4),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
